¡ˆ¡°,¡ˆ¡°∏Ì,¿œΩ√,±‚ø¬(°∆C),∞≠ºˆ∑Æ(mm),«≥º”(m/s),Ω¿µµ(%),«ˆ¡ˆ±‚æ–(hPa),«ˆ¡ˆ±‚æ– QC«√∑°±◊,«ÿ∏È±‚æ–(hPa),«ÿ∏È±‚æ– QC«√∑°±◊,¿˚º≥(cm),¿¸øÓ∑Æ(10∫–¿ß),¡ﬂ«œ√˛øÓ∑Æ(10∫–¿ß),øÓ«¸(øÓ«¸æ‡æÓ),√÷¿˙øÓ∞Ì(100m ),¡ˆ∏ÈªÛ≈¬(¡ˆ∏ÈªÛ≈¬ƒ⁄µÂ),¡ˆ∏Èø¬µµ(°∆C),¡ˆ∏Èø¬µµ QC«√∑°±◊,5cm ¡ˆ¡ﬂø¬µµ(°∆C),10cm ¡ˆ¡ﬂø¬µµ(°∆C),20cm ¡ˆ¡ﬂø¬µµ(°∆C),30cm ¡ˆ¡ﬂø¬µµ(°∆C)
119,ºˆø¯,2025-03-09 6:00,0.9,,1.5,98,1025.6,,1030.7,,,10,10,,1,,1.5,,2.9,3.6,4.4,4.6
119,ºˆø¯,2025-03-09 7:00,0.3,,0.7,98,1026,,1031.1,,,10,10,,1,,1.5,,2.9,3.5,4.3,4.5
119,ºˆø¯,2025-03-09 8:00,0.8,,0.4,98,1026.6,,1031.7,,,10,10,,2,,2.2,,2.9,3.5,4.2,4.4
119,ºˆø¯,2025-03-09 9:00,1.9,,1,98,1027.3,,1032.4,,,10,10,,5,,4.4,,3.1,3.6,4.2,4.4
119,ºˆø¯,2025-03-09 10:00,4.1,,1.3,98,1027.4,,1032.4,,,0,0,,,,12.7,,3.9,3.8,4.3,4.5
119,ºˆø¯,2025-03-09 11:00,7.2,,1.4,65,1027.4,,1032.4,,,0,0,,,,17.9,,5.2,4.2,4.3,4.5
119,ºˆø¯,2025-03-09 12:00,9.4,,1,55,1026.8,,1031.7,,,0,0,,,,22.3,,6.7,4.8,4.4,4.6
119,ºˆø¯,2025-03-09 13:00,10.8,,1.5,49,1026.1,,1031,,,4,0,Ci,,,23.4,,8.2,5.5,4.5,4.6
119,ºˆø¯,2025-03-09 14:00,11.7,,2.4,44,1025.1,,1030,,,5,0,Ci,,,23.9,,9.3,6.3,4.7,4.6
119,ºˆø¯,2025-03-09 15:00,12.4,,2.6,41,1024.3,,1029.2,,,4,0,Ci,,,21.4,,10,7,4.9,4.7
119,ºˆø¯,2025-03-09 16:00,12.3,,2.7,42,1023.9,,1028.8,,,0,0,,,,18.1,,10,7.4,5.2,4.8
119,ºˆø¯,2025-03-09 17:00,11.2,,2.6,46,1023.8,,1028.7,,,0,0,,,,12.4,,9.5,7.6,5.4,4.9
119,ºˆø¯,2025-03-09 18:00,9.7,,2.2,53,1023.6,,1028.5,,,0,0,,,,8.7,,8.9,7.6,5.7,5
119,ºˆø¯,2025-03-09 19:00,6.6,,1.9,63,1024.2,,1029.2,,,0,0,,,,5.7,,8.1,7.5,5.8,5.1
119,ºˆø¯,2025-03-09 20:00,5.4,,1.1,67,1024.6,,1029.6,,,0,0,,,,4.1,,7.3,7.2,6,5.2
119,ºˆø¯,2025-03-09 21:00,4.5,,0.9,74,1025,,1030,,,0,0,,,,3.1,,6.6,6.9,6,5.4
119,ºˆø¯,2025-03-09 22:00,3.3,,0.6,81,1024.8,,1029.8,,,0,0,,,,2.2,,6,6.5,6,5.4
119,ºˆø¯,2025-03-09 23:00,2.7,,1.1,86,1024.7,,1029.7,,,0,0,,,,1.5,,5.5,6.2,6,5.5
119,ºˆø¯,2025-03-10 0:00,2,,0,89,1024.5,,1029.6,,,0,0,,,,1,,5,5.9,5.9,5.5
119,ºˆø¯,2025-03-10 1:00,1.2,,0.8,92,1024.7,,1029.8,,,0,0,,,,0.5,,4.6,5.5,5.8,5.5
119,ºˆø¯,2025-03-10 2:00,0.6,,1.3,93,1024.6,,1029.7,,,3,0,,,,0,,4.1,5.2,5.7,5.5
119,ºˆø¯,2025-03-10 3:00,0,,0.8,94,1024.1,,1029.2,,,6,0,Ci,,,-0.1,,3.8,4.9,5.6,5.4
119,ºˆø¯,2025-03-10 4:00,0.3,,0.7,95,1023.9,,1029,,,6,0,Ci,,,-0.2,,3.5,4.7,5.4,5.4
119,ºˆø¯,2025-03-10 5:00,0.2,,0.8,96,1023.7,,1028.8,,,8,0,Ci,,,-0.2,,3.2,4.4,5.3,5.3
119,ºˆø¯,2025-03-10 6:00,0.4,,1.3,94,1023.6,,1028.7,,,3,0,Ci,,,-0.3,,3,4.2,5.2,5.3
119,ºˆø¯,2025-03-10 7:00,0.4,,0.6,94,1023.9,,1029,,,7,0,Ci,,,-0.4,,2.7,4,5,5.2
119,ºˆø¯,2025-03-10 8:00,1.1,,0.8,94,1024.2,,1029.3,,,5,0,Ci,,,-0.1,,2.7,3.8,4.9,5.1
119,ºˆø¯,2025-03-10 9:00,4.5,,0.5,82,1024,,1029,,,2,0,Ci,,,6.8,,3,3.9,4.9,5.1
127,√Ê¡÷,2025-01-01 0:00,-5.4,,1.3,69,1008.9,,1023.7,,,0,0,,,,-1.7,,,,,
127,√Ê¡÷,2025-01-01 1:00,-6.2,,0.9,74,1008.8,,1023.7,,,0,0,,,,-1.9,,,,,
127,√Ê¡÷,2025-01-01 2:00,-6.8,,0.7,75,1009.2,,1024.1,,,0,0,,,,-2.3,,,,,
127,√Ê¡÷,2025-01-01 3:00,-7.2,,0.6,78,1009.4,,1024.3,,,0,0,,,,-2.5,,,,,
127,√Ê¡÷,2025-01-01 4:00,-7.1,,0.6,78,1009.1,,1024,,,9,2,,10,,-2.5,,,,,
127,√Ê¡÷,2025-01-01 5:00,-6.5,,0.3,79,1008.6,,1023.5,,,0,0,,,,-2.8,,,,,
127,√Ê¡÷,2025-01-01 6:00,-7.3,,0.1,81,1009,,1023.9,,,0,0,,,,-3,,,,,
127,√Ê¡÷,2025-01-01 7:00,-7.1,,0.8,83,1009.2,,1024.1,,,0,0,,,,-3.1,,,,,
127,√Ê¡÷,2025-01-01 8:00,-5.5,,0.3,82,1009.4,,1024.2,,,9,9,,14,,-1.9,,,,,
127,√Ê¡÷,2025-01-01 9:00,-4.6,,0.3,77,1009.3,,1024.1,,,0,0,,,,-1.8,,,,,
127,√Ê¡÷,2025-01-01 10:00,-1.9,,0.4,70,1009.7,,1024.3,,,0,0,,,,-0.4,,,,,
127,√Ê¡÷,2025-01-01 11:00,0.4,,0.5,61,1009.7,,1024.2,,,0,0,,,,1.6,,,,,
127,√Ê¡÷,2025-01-01 12:00,3.7,,0.7,54,1008.8,,1023.1,,,0,0,,,,2.8,,,,,
127,√Ê¡÷,2025-01-01 13:00,6,,0.9,49,1007.7,,1021.9,,,0,0,,,,7.3,,,,,
127,√Ê¡÷,2025-01-01 14:00,7.7,,2.5,43,1006.9,,1021,,,0,0,,,,9.1,,,,,
127,√Ê¡÷,2025-01-01 15:00,7.8,,3.2,41,1006.7,,1020.8,,,0,0,,,,8.1,,,,,
127,√Ê¡÷,2025-01-01 16:00,7.5,,4.1,39,1006.7,,1020.8,,,0,0,,,,5.5,,,,,
127,√Ê¡÷,2025-01-01 17:00,6.5,,2.3,42,1006.7,,1020.9,,,0,0,,,,2.2,,,,,
127,√Ê¡÷,2025-01-01 18:00,4.2,,1.2,48,1007.1,,1021.4,,,0,0,,,,0.3,,,,,
127,√Ê¡÷,2025-01-01 19:00,-0.1,,0.2,63,1007.6,,1022.1,,,0,0,,,,0,,,,,
127,√Ê¡÷,2025-01-01 20:00,0.5,,1.6,61,1008.2,,1022.7,,,0,0,,,,-0.3,,,,,
127,√Ê¡÷,2025-01-01 21:00,-0.3,,0.1,72,1008.4,,1023,,,0,0,,,,-0.5,,,,,
127,√Ê¡÷,2025-01-01 22:00,-1.6,,0.5,78,1008.6,,1023.2,,,0,0,,,,-0.7,,,,,
127,√Ê¡÷,2025-01-01 23:00,-2,,0.8,83,1008.9,,1023.6,,,0,0,,,,-0.9,,,,,
127,√Ê¡÷,2025-01-02 0:00,-2.6,,0.6,85,1008.8,,1023.5,,,0,0,,,,-0.9,,,,,
127,√Ê¡÷,2025-01-02 1:00,-2.5,,1.3,85,1009,,1023.7,,,0,0,,,,-1.2,,,,,
127,√Ê¡÷,2025-01-02 2:00,-4.1,,0.6,88,1009.3,,1024.1,,,0,0,,,,-1.3,,,,,
127,√Ê¡÷,2025-01-02 3:00,-4.5,,0.5,88,1009.8,,1024.6,,,0,0,,,,-1.5,,,,,
127,√Ê¡÷,2025-01-02 4:00,-5.1,,0.5,89,1009.7,,1024.5,,,2,1,,,,-1.8,,,,,
127,√Ê¡÷,2025-01-02 5:00,-5.5,,0.8,90,1009.9,,1024.8,,,0,0,,,,-2,,,,,
127,√Ê¡÷,2025-01-02 6:00,-5.9,,0.5,90,1010,,1024.9,,,0,0,,,,-2.3,,,,,
127,√Ê¡÷,2025-01-02 7:00,-5.9,,0.7,90,1010.4,,1025.3,,,0,0,,,,-2.6,,,,,
127,√Ê¡÷,2025-01-02 8:00,-6.3,,0.6,88,1010.8,,1025.7,,,0,0,,,,-2.8,,,,,
127,√Ê¡÷,2025-01-02 9:00,-4.5,,0.4,89,1011.3,,1026.1,,,0,0,,,,-1.9,,,,,
127,√Ê¡÷,2025-01-02 10:00,-2.5,,0.3,88,1011.6,,1026.3,,,5,2,,54,,-0.4,,,,,
127,√Ê¡÷,2025-01-02 11:00,0.2,,0.5,79,1011.4,,1026,,,0,0,,,,1.7,,,,,
127,√Ê¡÷,2025-01-02 12:00,2.8,,1.1,58,1010.4,,1024.8,,,0,0,,,,2.2,,,,,
127,√Ê¡÷,2025-01-02 13:00,3.6,,0.8,43,1009.6,,1024,,,0,0,,,,6.8,,,,,
127,√Ê¡÷,2025-01-02 14:00,4.9,,0.9,43,1008.9,,1023.2,,,0,0,,,,9.3,,,,,
127,√Ê¡÷,2025-01-02 15:00,5.5,,1.5,34,1008.9,,1023.1,,,0,0,,,,8.5,,,,,
127,√Ê¡÷,2025-01-02 16:00,5.5,,2.6,21,1009.3,,1023.5,,,0,0,,,,5.3,,,,,
127,√Ê¡÷,2025-01-02 17:00,4.4,,1.9,27,1008.9,,1023.2,,,0,0,,,,1.3,,,,,
127,√Ê¡÷,2025-01-02 18:00,0,,0.2,39,1009.6,,1024.2,,,0,0,,,,0.2,,,,,
127,√Ê¡÷,2025-01-02 19:00,-1.8,,0.4,48,1010.1,,1024.8,,,0,0,,,,-0.4,,,,,
127,√Ê¡÷,2025-01-02 20:00,-2.8,,0.6,55,1010.5,,1025.2,,,0,0,,,,-0.7,,,,,
127,√Ê¡÷,2025-01-02 21:00,-3.3,,1.1,55,1010.3,,1025,,,0,0,,,,-1,,,,,
127,√Ê¡÷,2025-01-02 22:00,-4.9,,0.5,63,1010.3,,1025.1,,,0,0,,,,-1.3,,,,,
127,√Ê¡÷,2025-01-02 23:00,-5.2,,0.5,62,1010.6,,1025.5,,,0,0,,,,-1.7,,,,,
127,√Ê¡÷,2025-01-03 0:00,-5.5,,0.8,64,1010.8,,1025.7,,,3,3,,,,-1.8,,,,,
127,√Ê¡÷,2025-01-03 1:00,-6,,0.5,67,1010.6,,1025.5,,,0,0,,,,-2.3,,,,,
127,√Ê¡÷,2025-01-03 2:00,-7.1,,0.3,70,1011,,1026,,,0,0,,,,-2.8,,,,,
127,√Ê¡÷,2025-01-03 3:00,-6.9,,0.4,67,1011.3,,1026.3,,,0,0,,,,-3.3,,,,,
127,√Ê¡÷,2025-01-03 4:00,-4,,1.7,54,1011.2,,1026,,,0,0,,,,-3.5,,,,,
127,√Ê¡÷,2025-01-03 5:00,-4.8,,1.5,54,1011.2,,1026,,,0,0,,,,-3.8,,,,,
127,√Ê¡÷,2025-01-03 6:00,-5,,1.6,50,1011.2,,1026.1,,,0,0,,,,-4,,,,,
127,√Ê¡÷,2025-01-03 7:00,-8.4,,0.3,65,1011.8,,1026.9,,,0,0,,,,-4.6,,,,,
127,√Ê¡÷,2025-01-03 8:00,-8.9,,0.5,66,1012.4,,1027.5,,,0,0,,,,-5,,,,,
127,√Ê¡÷,2025-01-03 9:00,-7.8,,0.4,64,1013,,1028,,,0,0,,,,-4.2,,,,,
127,√Ê¡÷,2025-01-03 10:00,-2.9,,1.2,43,1013.6,,1028.4,,,0,0,,,,-0.9,,,,,
127,√Ê¡÷,2025-01-03 11:00,-1.6,,0.9,37,1013.1,,1027.8,,,0,0,,,,1.5,,,,,
127,√Ê¡÷,2025-01-03 12:00,-0.1,,2.1,27,1012.3,,1026.9,,,0,0,,,,3.5,,,,,
127,√Ê¡÷,2025-01-03 13:00,1.5,,2.7,26,1011.3,,1025.8,,,0,0,,,,5.6,,,,,
127,√Ê¡÷,2025-01-03 14:00,1.6,,2.4,26,1011.1,,1025.6,,,0,0,,,,6.4,,,,,
127,√Ê¡÷,2025-01-03 15:00,2.2,,3.4,27,1010.9,,1025.3,,,5,2,,17,,5,,,,,
127,√Ê¡÷,2025-01-03 16:00,1.6,,3.3,32,1011,,1025.5,,,7,7,,15,,1.5,,,,,
127,√Ê¡÷,2025-01-03 17:00,0.5,,3.3,43,1011,,1025.5,,,7,7,,14,,-0.2,,,,,
127,√Ê¡÷,2025-01-03 18:00,-0.3,,1.4,52,1011.2,,1025.8,,,8,8,,11,,-0.3,,,,,
127,√Ê¡÷,2025-01-03 19:00,-1.8,,0.5,58,1011.3,,1026,,,6,5,,11,,-0.5,,,,,
127,√Ê¡÷,2025-01-03 20:00,-1.8,,0.4,61,1011.6,,1026.3,,,8,8,,11,,-0.4,,,,,
127,√Ê¡÷,2025-01-03 21:00,-1.9,,0.1,64,1011.7,,1026.4,,,6,6,,9,,-0.5,,,,,
127,√Ê¡÷,2025-01-03 22:00,-2,,0.7,66,1011.9,,1026.6,,,9,6,,7,,-0.5,,,,,
127,√Ê¡÷,2025-01-03 23:00,-1.4,,0.5,71,1011.7,,1026.4,,,8,8,,8,,-0.4,,,,,
127,√Ê¡÷,2025-01-04 0:00,-1.8,0,0.2,74,1011.6,,1026.3,,,7,7,,,,-0.5,,,,,
127,√Ê¡÷,2025-01-04 1:00,-2.3,,0.6,77,1011.7,,1026.4,,,8,5,,6,,-0.7,,,,,
127,√Ê¡÷,2025-01-04 2:00,-3,,0.5,81,1012,,1026.8,,,2,2,,6,,-0.7,,,,,
127,√Ê¡÷,2025-01-04 3:00,-2,,1.8,76,1012.5,,1027.2,,,7,7,,6,,-0.7,,,,,
127,√Ê¡÷,2025-01-04 4:00,-3,,1.2,74,1012.1,,1026.9,,,2,2,,6,,-1.3,,,,,
127,√Ê¡÷,2025-01-04 5:00,-5.8,,0.4,78,1012.1,,1027,,,0,0,,,,-1.8,,,,,
127,√Ê¡÷,2025-01-04 6:00,-6.9,,0.2,83,1012.6,,1027.6,,,0,0,,,,-2.3,,,,,
127,√Ê¡÷,2025-01-04 7:00,-7.4,,0.6,81,1013,,1028,,,0,0,,,,-3,,,,,
127,√Ê¡÷,2025-01-04 8:00,-7.5,,0.8,80,1013.1,,1028.1,,,0,0,,,,-3.2,,,,,
127,√Ê¡÷,2025-01-04 9:00,-7.2,,0.5,80,1013.7,,1028.7,,,0,0,,,,-3,,,,,
127,√Ê¡÷,2025-01-04 10:00,-2.6,,0.8,64,1014,,1028.8,,,0,0,,,,-0.5,,,,,
127,√Ê¡÷,2025-01-04 11:00,-0.9,,0.5,43,1013.9,,1028.6,,,0,0,,,,1.3,,,,,
127,√Ê¡÷,2025-01-04 12:00,0.2,,1.4,36,1013.5,,1028.1,,,0,0,,,,3.2,,,,,
127,√Ê¡÷,2025-01-04 13:00,1.5,,1,31,1013,,1027.5,,,0,0,,,,6.5,,,,,
127,√Ê¡÷,2025-01-04 14:00,2.5,,1.7,29,1012.5,,1027,,,0,0,,,,8.8,,,,,
127,√Ê¡÷,2025-01-04 15:00,3.2,,1.6,26,1012.2,,1026.6,,,0,0,,,,8.1,,,,,
127,√Ê¡÷,2025-01-04 16:00,3.5,,1.8,22,1012.2,,1026.6,,,0,0,,,,5,,,,,
127,√Ê¡÷,2025-01-04 17:00,2.6,,1.4,24,1011.9,,1026.3,,,0,0,,,,0.6,,,,,
127,√Ê¡÷,2025-01-04 18:00,-1.5,,1.3,43,1012,,1026.7,,,0,0,,,,-0.2,,,,,
127,√Ê¡÷,2025-01-04 19:00,-1.7,,0.5,48,1012.5,,1027.2,,,7,7,,15,,-0.3,,,,,
127,√Ê¡÷,2025-01-04 20:00,-2.3,,0.9,49,1012.5,,1027.2,,,0,0,,,,-0.7,,,,,
127,√Ê¡÷,2025-01-04 21:00,-3.3,,0.4,50,1011.6,,1026.4,,,0,0,,,,-0.9,,,,,
127,√Ê¡÷,2025-01-04 22:00,-4.6,,0.1,59,1012.2,,1027,,,0,0,,,,-1.3,,,,,
127,√Ê¡÷,2025-01-04 23:00,-5.1,,1.1,63,1012.1,,1027,,,3,1,,63,,-1.4,,,,,
127,√Ê¡÷,2025-01-05 0:00,-5.6,,0.7,66,1011.2,,1026.1,,,4,1,,,,-1.8,,,,,
127,√Ê¡÷,2025-01-05 1:00,-6.4,,0.4,70,1010.3,,1025.2,,,6,1,,,,-2.1,,,,,
127,√Ê¡÷,2025-01-05 2:00,-5.8,,1.5,69,1010.3,,1025.2,,,6,1,,,,-2.5,,,,,
127,√Ê¡÷,2025-01-05 3:00,-5.9,,0.5,71,1010.6,,1025.5,,,8,2,,54,,-2.5,,,,,
127,√Ê¡÷,2025-01-05 4:00,-3.9,,1.2,68,1009.9,,1024.7,,,10,9,,12,,-1.5,,,,,
127,√Ê¡÷,2025-01-05 5:00,-3.5,,0.3,65,1009,,1023.7,,,10,10,,12,,-1.4,,,,,
127,√Ê¡÷,2025-01-05 6:00,-3.5,,0.4,64,1008.9,,1023.6,,,10,4,,17,,-1.7,,,,,
127,√Ê¡÷,2025-01-05 7:00,-3.1,,0.3,66,1008.7,,1023.4,,,10,6,,12,,-1.3,,,,,
127,√Ê¡÷,2025-01-05 8:00,-2.7,,0.4,66,1008.7,,1023.4,,,10,9,,11,,-1,,,,,
127,√Ê¡÷,2025-01-05 9:00,-1.8,,0.3,64,1008.3,,1022.9,,,10,8,,9,,-0.7,,,,,
127,√Ê¡÷,2025-01-05 10:00,-1.2,,1.1,64,1008.4,,1023,,,10,5,,9,,-0.4,,,,,
127,√Ê¡÷,2025-01-05 11:00,-1.8,,0.4,76,1008.1,,1022.7,,,10,8,,6,,-0.4,,,,,
127,√Ê¡÷,2025-01-05 12:00,-1,0.1,0.5,83,1007.2,,1021.8,,,9,9,,5,,-0.3,,,,,
127,√Ê¡÷,2025-01-05 13:00,0.2,,0.4,80,1006,,1020.5,,,9,9,,5,,0.1,,,,,
127,√Ê¡÷,2025-01-05 14:00,1,,0.3,79,1004.9,,1019.3,,,10,10,,5,,0,,,,,
127,√Ê¡÷,2025-01-05 15:00,0.5,0.4,1.1,86,1004.8,,1019.3,,,10,10,,4,,-0.3,,,,,
127,√Ê¡÷,2025-01-05 16:00,0.2,,0.1,89,1004.7,,1019.2,,,10,7,,6,,-0.3,,,,,
127,√Ê¡÷,2025-01-05 17:00,0.4,,0.3,92,1004.5,,1019,,,9,9,,4,,-0.3,,,,,
127,√Ê¡÷,2025-01-05 18:00,0.4,1.1,0.3,93,1004.5,,1019,,,9,9,,4,,-0.3,,,,,
127,√Ê¡÷,2025-01-05 19:00,0.3,,0.7,93,1004.4,,1018.9,,,7,6,,5,,-0.3,,,,,
127,√Ê¡÷,2025-01-05 20:00,0.5,,0.4,93,1004.6,,1019.1,,,9,9,,5,,-0.3,,,,,
127,√Ê¡÷,2025-01-05 21:00,0.1,,0.7,94,1004.5,,1019,,,0,0,,,,-0.3,,,,,
127,√Ê¡÷,2025-01-05 22:00,-0.4,,0.1,94,1004.2,,1018.7,,,8,7,,5,,-0.3,,,,,
127,√Ê¡÷,2025-01-05 23:00,-0.1,,0.9,94,1003.8,,1018.3,,,7,7,,6,,-0.3,,,,,
127,√Ê¡÷,2025-01-06 0:00,-0.3,,0.4,95,1003.2,,1017.7,,,7,6,,7,,-0.4,,,,,
127,√Ê¡÷,2025-01-06 1:00,-1.5,,0.3,94,1002.3,,1016.8,,,0,0,,,,-0.5,,,,,
127,√Ê¡÷,2025-01-06 2:00,-0.7,,1.1,95,1002,,1016.5,,,8,8,,,,-0.4,,,,,
127,√Ê¡÷,2025-01-06 3:00,-0.9,,0.5,94,1001.4,,1015.9,,,7,2,,10,,-0.5,,,,,
127,√Ê¡÷,2025-01-06 4:00,-0.7,,0.5,94,1000.8,,1015.3,,,7,4,,4,,-0.5,,,,,
127,√Ê¡÷,2025-01-06 5:00,-0.3,,1.5,95,1000.7,,1015.1,,,8,8,,5,,-0.4,,,,,
127,√Ê¡÷,2025-01-06 6:00,0.2,0,1.7,94,1001.3,,1015.7,,,10,7,,,,-0.3,,,,,
127,√Ê¡÷,2025-01-06 7:00,0.6,,0.5,96,1000.9,,1015.3,,,9,9,,3,,-0.3,,,,,
127,√Ê¡÷,2025-01-06 8:00,0.6,,0.2,96,1001.1,,1015.5,,,8,8,,2,,-0.3,,,,,
127,√Ê¡÷,2025-01-06 9:00,0.8,0,0.3,95,1001.2,,1015.6,,,7,7,,2,,-0.3,,,,,
127,√Ê¡÷,2025-01-06 10:00,1.3,,0.2,95,1001.5,,1015.9,,,9,9,,2,,-0.3,,,,,
127,√Ê¡÷,2025-01-06 11:00,3.2,,0.2,95,1001.4,,1015.7,,,6,6,,6,,-0.2,,,,,
127,√Ê¡÷,2025-01-06 12:00,3.3,,1.7,84,1000.9,,1015.1,,,8,5,,5,,0.1,,,,,
127,√Ê¡÷,2025-01-06 13:00,3.7,,3.1,75,1000.4,,1014.6,,,8,3,,7,,1.7,,,,,
127,√Ê¡÷,2025-01-06 14:00,3.7,,3.4,69,1000.3,,1014.5,,,7,2,,14,,4.1,,,,,
127,√Ê¡÷,2025-01-06 15:00,2.9,0.1,4.1,60,1000.7,,1015,,,8,5,,11,,3,,,,,
127,√Ê¡÷,2025-01-06 16:00,2.5,,3.4,59,1001.1,,1015.4,,,5,3,,12,,2.7,,,,,
127,√Ê¡÷,2025-01-06 17:00,1.4,,4.2,59,1002,,1016.4,,,7,7,,11,,0.8,,,,,
127,√Ê¡÷,2025-01-06 18:00,0.3,,3.4,61,1002.8,,1017.2,,,6,1,,27,,0,,,,,
127,√Ê¡÷,2025-01-06 19:00,0,,3.4,60,1003.5,,1018,,,7,7,,12,,-0.2,,,,,
127,√Ê¡÷,2025-01-06 20:00,-0.3,,2.6,60,1003.8,,1018.3,,,8,8,,12,,-0.3,,,,,
127,√Ê¡÷,2025-01-06 21:00,-0.9,,2.9,63,1004.3,,1018.8,,,8,7,,12,,-0.4,,,,,
127,√Ê¡÷,2025-01-06 22:00,-1.3,,2.7,64,1004.6,,1019.2,,,3,3,,9,,-0.5,,,,,
127,√Ê¡÷,2025-01-06 23:00,-1.8,,3.2,62,1004.9,,1019.5,,,8,5,,10,,-0.5,,,,,
127,√Ê¡÷,2025-01-07 0:00,-2.3,,4.2,62,1004.7,,1019.3,,,8,8,,,,-0.7,,,,,
127,√Ê¡÷,2025-01-07 1:00,-3,,3.3,52,1004.7,,1019.3,,,0,0,,,,-1.2,,,,,
127,√Ê¡÷,2025-01-07 2:00,-3.8,,1.6,55,1004.7,,1019.4,,,0,0,,,,-1.4,,,,,
127,√Ê¡÷,2025-01-07 3:00,-4.3,,1.9,57,1004.6,,1019.3,,,0,0,,,,-1.7,,,,,
127,√Ê¡÷,2025-01-07 4:00,-4.5,,2.2,56,1004.5,,1019.2,,,0,0,,,,-2,,,,,
127,√Ê¡÷,2025-01-07 5:00,-5,,2,57,1004.4,,1019.2,,,0,0,,,,-2.5,,,,,
127,√Ê¡÷,2025-01-07 6:00,-5,,2.4,55,1004.4,,1019.2,,,0,0,,,,-3,,,,,
127,√Ê¡÷,2025-01-07 7:00,-5.4,,2.4,49,1004.7,,1019.5,,,0,0,,,,-3.3,,,,,
127,√Ê¡÷,2025-01-07 8:00,-5.5,,2.4,50,1005,,1019.8,,,0,0,,,,-3.5,,,,,
127,√Ê¡÷,2025-01-07 9:00,-5.6,,0.9,53,1005.1,,1019.9,,,0,0,,,,-3.1,,,,,
127,√Ê¡÷,2025-01-07 10:00,-3.1,,3.1,39,1005.3,,1020,,,0,0,,,,-0.9,,,,,
127,√Ê¡÷,2025-01-07 11:00,-2.3,,2.6,38,1004.6,,1019.2,,,0,0,,,,0.8,,,,,
127,√Ê¡÷,2025-01-07 12:00,-0.7,,3.2,34,1003.7,,1018.2,,,4,1,,13,,4,,,,,
127,√Ê¡÷,2025-01-07 13:00,-0.3,,4.3,39,1002.9,,1017.4,,,4,4,,12,,4.3,,,,,
127,√Ê¡÷,2025-01-07 14:00,0.1,,4.8,42,1002.4,,1016.8,,,7,3,,15,,3.3,,,,,
127,√Ê¡÷,2025-01-07 15:00,-0.5,,4.5,46,1002.8,,1017.3,,,7,7,,12,,0.9,,,,,
127,√Ê¡÷,2025-01-07 16:00,-0.6,,3.6,49,1003.2,,1017.7,,,6,6,,11,,0.2,,,,,
127,√Ê¡÷,2025-01-07 17:00,-0.9,,2.4,54,1003.4,,1017.9,,,5,4,,14,,-0.2,,,,,
127,√Ê¡÷,2025-01-07 18:00,-2,,1.4,64,1003.7,,1018.3,,,0,0,,,,-0.4,,,,,
127,√Ê¡÷,2025-01-07 19:00,-2.7,,1.5,69,1004.1,,1018.7,,,0,0,,,,-0.5,,,,,
127,√Ê¡÷,2025-01-07 20:00,-2.8,,1.1,69,1004.7,,1019.3,,,0,0,,,,-0.7,,,,,
127,√Ê¡÷,2025-01-07 21:00,-4.3,,0.4,74,1004.8,,1019.5,,,7,1,,17,,-0.7,,,,,
127,√Ê¡÷,2025-01-07 22:00,-4.7,,0.1,77,1005.2,,1019.9,,,0,0,,,,-1,,,,,
127,√Ê¡÷,2025-01-07 23:00,-3,,1.7,73,1005,,1019.7,,,3,3,,15,,-1.2,,,,,
127,√Ê¡÷,2025-01-08 0:00,-4.5,,1.1,78,1005.2,,1019.9,,,0,0,,,,-1.5,,,,,
127,√Ê¡÷,2025-01-08 1:00,-6,,0.9,83,1005.2,,1020,,,0,0,,,,-2,,,,,
127,√Ê¡÷,2025-01-08 2:00,-7,,0.4,83,1005.1,,1020,,,3,2,,18,,-2.4,,,,,
127,√Ê¡÷,2025-01-08 3:00,-6.9,,0.4,84,1004.9,,1019.8,,,3,3,,14,,-2.6,,,,,
127,√Ê¡÷,2025-01-08 4:00,-6.6,,0,84,1005.3,,1020.2,,,7,7,,12,,-2.5,,,,,
127,√Ê¡÷,2025-01-08 5:00,-5.8,,0.6,82,1004.8,,1019.6,,,6,6,,17,,-2.9,,,,,
127,√Ê¡÷,2025-01-08 6:00,-6.6,,0.5,82,1005.4,,1020.3,,,0,0,,,,-3.2,,,,,
127,√Ê¡÷,2025-01-08 7:00,-7.2,,0.2,86,1006,,1020.9,,,0,0,,,,-3.7,,,,,
127,√Ê¡÷,2025-01-08 8:00,-7.9,,0.4,86,1006.2,,1021.1,,,0,0,,,,-3.8,,,,,
127,√Ê¡÷,2025-01-08 9:00,-6.9,,0.1,86,1006.6,,1021.5,,,0,0,,,,-3.1,,,,,
127,√Ê¡÷,2025-01-08 10:00,-2.9,,0,79,1007.2,,1021.9,,,6,2,,14,,-0.7,,,,,
127,√Ê¡÷,2025-01-08 11:00,-1.3,,2,56,1006.9,,1021.5,,,4,4,,11,,0.4,,,,,
127,√Ê¡÷,2025-01-08 12:00,-0.2,,2.9,47,1005.7,,1020.2,,,7,7,,9,,1.6,,,,,
127,√Ê¡÷,2025-01-08 13:00,0,,2.5,47,1005,,1019.5,,,8,8,,11,,2,,,,,
